Sequence No	Turboveg No	Group No	Relevé number	TV2 relevé number	Country	DEG_LON	DEG_LAT	cryptogams	 
3484	22269	1	22269	020418335	Czech Republic	16.398889	50.309722	2	
3485	24463	1	24463	020460964	Czech Republic	16.398889	50.311389	7	
3486	19880	1	19880	020113777	Czech Republic	16.417667	50.316667	4	
3487	22067	1	22067	020418103	Czech Republic	16.416111	50.293611	3	
3488	20624	1	20624	020163916	Czech Republic	16.419972	50.321361	2	
3489	24460	1	24460	020460947	Czech Republic	16.422778	50.282222	4	
3490	20623	1	20623	020163915	Czech Republic	16.420806	50.321111	2	
3491	24432	1	24432	020460681	Czech Republic	15.748056	50.670278	9	
3492	23566	1	23566	020430891	Czech Republic	15.753611	49.791111	0	
3493	22031	1	22031	020418053	Czech Republic	15.761111	50.65	4	
3494	22033	1	22033	020418055	Czech Republic	15.753611	50.660833	7	
3495	22034	1	22034	020418056	Czech Republic	15.753611	50.660833	4	
3496	23567	1	23567	020430892	Czech Republic	15.753611	49.791111	0	
3497	21952	1	21952	020417001	Czech Republic	15.858889	49.642222	8	
3498	24008	1	24008	020439999	Czech Republic	15.868056	49.635	18	
3499	23999	1	23999	020439990	Czech Republic	15.868333	49.634444	9	
3500	24000	1	24000	020439991	Czech Republic	15.864444	49.643333	5	
3501	24461	1	24461	020460948	Czech Republic	16.397778	50.301389	4	
3502	24458	1	24458	020460945	Czech Republic	16.397778	50.301389	5	
3503	23694	1	23694	020433067	Czech Republic	16.398056	50.310556	9	
3504	24457	1	24457	020460944	Czech Republic	16.397778	50.301389	3	
3505	24462	1	24462	020460949	Czech Republic	16.397778	50.301389	4	
3506	24465	1	24465	020460966	Czech Republic	16.396667	50.315	7	
3507	19952	1	19952	020115822	Czech Republic	16.202778	50.560556	0	
3508	25030	1	25030	020545057	Czech Republic	16.199269	50.572494	10	
3509	19954	1	19954	020115825	Czech Republic	16.208056	50.556111	0	
3510	24210	1	24210	020459349	Czech Republic	16.383333	50.325	6	
3511	19953	1	19953	020115824	Czech Republic	16.206111	50.558333	0	
3512	24211	1	24211	020459350	Czech Republic	16.383333	50.325	2	
3513	25128	1	25128	020545810	Czech Republic	16.290794	50.526044	4	
3514	24098	1	24098	020442234	Czech Republic	16.269144	50.478822	0	
3515	20097	1	20097	020119400	Czech Republic	16.370861	50.341111	3	
3516	23646	1	23646	020432578	Czech Republic	16.370278	50.343889	2	
3517	24456	1	24456	020460942	Czech Republic	16.360833	50.352778	3	
3518	22062	1	22062	020418098	Czech Republic	16.356111	50.34	1	
3519	22061	1	22061	020418097	Czech Republic	16.355278	50.335	1	
3520	20610	1	20610	020163595	Czech Republic	16.359056	50.3445	0	
3521	24459	1	24459	020460946	Czech Republic	16.360833	50.352778	2	
3522	20611	1	20611	020163597	Czech Republic	16.360722	50.352472	0	
3523	20098	1	20098	020119401	Czech Republic	16.371417	50.338417	2	
3524	23704	1	23704	020433447	Czech Republic	16.375833	50.337778	2	
3525	20100	1	20100	020119403	Czech Republic	16.375833	50.334417	3	
3526	20094	1	20094	020119397	Czech Republic	16.377333	50.3335	6	
3527	20620	1	20620	020163882	Czech Republic	16.379222	50.249667	2	
3528	20093	1	20093	020119394	Czech Republic	16.378139	50.336139	0	
3529	22063	1	22063	020418099	Czech Republic	16.374167	50.341389	1	
3530	20096	1	20096	020119399	Czech Republic	16.372194	50.34175	6	
3531	20099	1	20099	020119402	Czech Republic	16.373389	50.337417	0	
3532	20095	1	20095	020119398	Czech Republic	16.372694	50.342667	0	
3533	24732	1	24732	020461798	Czech Republic	15.997778	49.649444	0	
3534	24731	1	24731	020461796	Czech Republic	15.997778	49.649444	0	
3535	22009	1	22009	020418031	Czech Republic	15.988611	49.651667	7	
3536	24734	1	24734	020461802	Czech Republic	15.997778	49.649444	0	
3537	24691	1	24691	020461526	Czech Republic	16.028889	49.75	1	
3538	25233	1	25233	020546726	Czech Republic	16.062878	49.712444	2	
3539	24455	1	24455	020460941	Czech Republic	16.396667	50.315278	4	
3540	22815	1	22815	020425242	Czech Republic	16.123889	50.574722	6	
3541	22472	1	22472	020418564	Czech Republic	16.143056	50.597222	19	
3542	25231	1	25231	020546719	Czech Republic	16.133031	49.712819	1	
3543	20293	1	20293	020120929	Czech Republic	16.076667	50.584444	0	
3544	25235	1	25235	020546728	Czech Republic	16.117811	49.707542	1	
3545	20294	1	20294	020120946	Czech Republic	16.097972	49.686167	3	
3546	25232	1	25232	020546725	Czech Republic	16.079197	49.712581	1	
3547	25234	1	25234	020546727	Czech Republic	16.09545	49.723833	3	
3548	20627	1	20627	020163919	Czech Republic	16.422833	50.323778	3	
3549	23793	1	23793	020434733	Czech Republic	15.547778	50.740833	4	
3550	21470	1	21470	020405269	Czech Republic	15.558056	50.755278	8	
3551	21471	1	21471	020405270	Czech Republic	15.558056	50.755278	17	
3552	21483	1	21483	020405282	Czech Republic	15.558056	50.755278	11	
3553	21469	1	21469	020405268	Czech Republic	15.558056	50.755278	14	
3554	21472	1	21472	020405271	Czech Republic	15.558056	50.755278	15	
3555	21486	1	21486	020405285	Czech Republic	15.558056	50.755278	20	
3556	21479	1	21479	020405278	Czech Republic	15.558056	50.755278	11	
3557	21480	1	21480	020405279	Czech Republic	15.558056	50.755278	12	
3558	21484	1	21484	020405283	Czech Republic	15.558056	50.755278	10	
3559	21482	1	21482	020405281	Czech Republic	15.558056	50.755278	11	
3560	21481	1	21481	020405280	Czech Republic	15.558056	50.755278	15	
3561	21477	1	21477	020405276	Czech Republic	15.558056	50.755278	12	
3562	22044	1	22044	020418078	Czech Republic	15.551389	50.761111	2	
3563	22040	1	22040	020418073	Czech Republic	15.551667	50.760833	4	
3564	23794	1	23794	020434734	Czech Republic	15.549444	50.741944	3	
3565	21475	1	21475	020405274	Czech Republic	15.558056	50.755278	15	
3566	21478	1	21478	020405277	Czech Republic	15.558056	50.755278	8	
3567	21476	1	21476	020405275	Czech Republic	15.558056	50.755278	17	
3568	21487	1	21487	020405288	Czech Republic	15.558056	50.755278	5	
3569	25107	1	25107	020545687	Czech Republic	16.696486	50.033092	1	
3570	25108	1	25108	020545688	Czech Republic	16.696436	50.067256	0	
3571	25106	1	25106	020545684	Czech Republic	16.697225	50.002133	0	
3572	23792	1	23792	020434732	Czech Republic	15.53	50.740833	4	
3573	23696	1	23696	020433073	Czech Republic	16.687778	49.9475	0	
3574	22069	1	22069	020418105	Czech Republic	16.677222	50.065278	5	
3575	22047	1	22047	020418081	Czech Republic	15.501389	50.774444	2	
3576	25109	1	25109	020545689	Czech Republic	16.699911	50.003922	0	
3577	23800	1	23800	020434852	Czech Republic	15.545	50.741111	0	
3578	23799	1	23799	020434849	Czech Republic	15.545	50.741111	0	
3579	23809	1	23809	020434864	Czech Republic	15.544722	50.741944	0	
3580	23810	1	23810	020434865	Czech Republic	15.544722	50.741944	0	
3581	23811	1	23811	020434866	Czech Republic	15.544722	50.741944	0	
3582	23806	1	23806	020434861	Czech Republic	15.545278	50.741667	0	
3583	24435	1	24435	020460684	Czech Republic	15.546944	50.761389	17	
3584	23808	1	23808	020434863	Czech Republic	15.545278	50.741667	0	
3585	23807	1	23807	020434862	Czech Republic	15.545278	50.741667	0	
3586	23798	1	23798	020434848	Czech Republic	15.544444	50.741111	0	
3587	23796	1	23796	020434744	Czech Republic	15.535	50.746944	6	
3588	23795	1	23795	020434743	Czech Republic	15.537778	50.746944	5	
3589	21956	1	21956	020417540	Czech Republic	15.533333	50.733889	5	
3590	25008	1	25008	020540239	Czech Republic	16.584833	49.772972	0	
3591	23801	1	23801	020434856	Czech Republic	15.543889	50.741667	0	
3592	23805	1	23805	020434860	Czech Republic	15.543889	50.741667	0	
3593	23797	1	23797	020434845	Czech Republic	15.544444	50.741111	0	
3594	23803	1	23803	020434858	Czech Republic	15.543889	50.741667	0	
3595	23804	1	23804	020434859	Czech Republic	15.543889	50.741667	0	
3596	23802	1	23802	020434857	Czech Republic	15.543889	50.741667	0	
3597	21474	1	21474	020405273	Czech Republic	15.558056	50.755278	18	
3598	19864	1	19864	020113101	Czech Republic	15.674361	50.635056	0	
3599	22037	1	22037	020418067	Czech Republic	15.681111	50.743333	11	
3600	24434	1	24434	020460683	Czech Republic	15.673056	50.686111	6	
3601	22036	1	22036	020418066	Czech Republic	15.681111	50.743333	5	
3602	24464	1	24464	020460965	Czech Republic	16.455	50.266944	11	
3603	22066	1	22066	020418102	Czech Republic	16.459167	50.250833	4	
3604	21503	1	21503	020408629	Czech Republic	15.688056	49.108889	0	
3605	22038	1	22038	020418068	Czech Republic	15.665278	50.736944	10	
3606	23702	1	23702	020433428	Czech Republic	16.486944	50.230833	0	
3607	22265	1	22265	020418324	Czech Republic	15.634444	50.711111	3	
3608	20622	1	20622	020163914	Czech Republic	16.493667	50.217278	4	
3609	20619	1	20619	020163881	Czech Republic	16.489806	50.214417	2	
3610	20628	1	20628	020163920	Czech Republic	16.429639	50.324389	4	
3611	22035	1	22035	020418058	Czech Republic	15.724722	50.717778	5	
3612	20629	1	20629	020163921	Czech Republic	16.430639	50.324028	3	
3613	20630	1	20630	020163922	Czech Republic	16.433278	50.320722	4	
3614	20502	1	20502	020161101	Czech Republic	16.431944	50.263056	1	
3615	20632	1	20632	020163925	Czech Republic	16.428028	50.319306	4	
3616	20626	1	20626	020163918	Czech Republic	16.424083	50.322194	2	
3617	20625	1	20625	020163917	Czech Republic	16.423944	50.320556	2	
3618	21205	1	21205	020348147	Czech Republic	15.729444	50.730833	0	
3619	20385	1	20385	020124767	Czech Republic	15.731417	50.730611	0	
3620	22264	1	22264	020418323	Czech Republic	16.446111	50.251389	3	
3621	23697	1	23697	020433077	Czech Republic	16.4525	50.247222	8	
3622	23698	1	23698	020433079	Czech Republic	16.4525	50.247222	8	
3623	20356	1	20356	020122329	Czech Republic	15.583856	50.738039	3	
3624	20355	1	20355	020122328	Czech Republic	15.586483	50.740769	5	
3625	21485	1	21485	020405284	Czech Republic	15.558056	50.755278	11	
3626	21473	1	21473	020405272	Czech Republic	15.558056	50.755278	12	
3627	21468	1	21468	020405267	Czech Republic	15.558056	50.755278	9	
3628	21467	1	21467	020405266	Czech Republic	15.558056	50.755278	8	
3629	20822	1	20822	020329411	Czech Republic	16.509722	50.204167	2	
3630	20823	1	20823	020329412	Czech Republic	16.509722	50.204167	0	
3631	20821	1	20821	020329410	Czech Republic	16.509722	50.204167	2	
3632	20820	1	20820	020329406	Czech Republic	16.509722	50.204167	2	
3633	20621	1	20621	020163913	Czech Republic	16.497222	50.214889	3	
3634	22068	1	22068	020418104	Czech Republic	16.502222	50.224444	8	
3635	20819	1	20819	020329405	Czech Republic	16.501944	50.206944	0	
3636	22039	1	22039	020418069	Czech Republic	15.598889	50.769722	2	
3637	20358	1	20358	020122334	Czech Republic	15.610286	50.710686	5	
3638	20357	1	20357	020122332	Czech Republic	15.603736	50.710772	6	
3639	20165	1	20165	020120033	Czech Republic	15.276322	50.839753	12	
3640	20348	1	20348	020122293	Czech Republic	15.278517	50.752856	9	
3641	20164	1	20164	020120032	Czech Republic	15.278425	50.839894	11	
3642	20347	1	20347	020122291	Czech Republic	15.276919	50.754042	6	
3643	24238	1	24238	020459599	Czech Republic	17.283333	50.227778	0	
3644	24233	1	24233	020459535	Czech Republic	17.283333	50.241667	1	
3645	20178	1	20178	020120050	Czech Republic	15.223392	50.830153	9	
3646	20158	1	20158	020120026	Czech Republic	15.22305	50.841669	8	
3647	20139	1	20139	020119977	Czech Republic	15.279097	50.884772	3	
3648	22462	1	22462	020418548	Czech Republic	17.249722	50.068333	1	
3649	23846	1	23846	020435974	Czech Republic	15.280833	50.810556	7	
3650	23909	1	23909	020437378	Czech Republic	17.344167	50.045556	0	
3651	22427	1	22427	020418510	Czech Republic	15.2	50.851944	7	
3652	20351	1	20351	020122296	Czech Republic	15.284111	50.757264	6	
3653	22461	1	22461	020418547	Czech Republic	17.249722	50.068333	1	
3654	20133	1	20133	020119932	Czech Republic	15.201778	50.860889	6	
3655	20222	1	20222	020120138	Czech Republic	15.279589	50.875411	9	
3656	20184	1	20184	020120056	Czech Republic	15.204981	50.822544	8	
3657	24046	1	24046	020440183	Czech Republic	15.280278	50.832778	0	
3658	24070	1	24070	020440257	Czech Republic	15.279722	50.836389	0	
3659	25252	1	25252	020546892	Czech Republic	15.25525	50.835833	3	
3660	24710	1	24710	020461739	Czech Republic	15.273333	50.888889	3	
3661	24717	1	24717	020461746	Czech Republic	15.273333	50.888889	6	
3662	24036	1	24036	020440151	Czech Republic	15.2475	50.8375	0	
3663	20188	1	20188	020120061	Czech Republic	15.246936	50.820511	23	
3664	20169	1	20169	020120039	Czech Republic	15.272653	50.806961	7	
3665	23851	1	23851	020435979	Czech Republic	15.255833	50.835556	2	
3666	20378	1	20378	020123555	Czech Republic	15.247222	50.862278	3	
3667	20346	1	20346	020122288	Czech Republic	15.272722	50.754058	4	
3668	23638	1	23638	020431806	Czech Republic	15.253889	50.833611	1	
3669	24890	1	24890	020466405	Czech Republic	17.251278	50.058306	4	
3670	20232	1	20232	020120182	Czech Republic	15.223097	50.77295	17	
3671	20141	1	20141	020119982	Czech Republic	15.274986	50.890094	9	
3672	24051	1	24051	020440198	Czech Republic	15.274722	50.843889	0	
3673	21985	1	21985	020418005	Czech Republic	17.251944	50.076667	3	
3674	25253	1	25253	020546893	Czech Republic	15.274381	50.840908	2	
3675	24898	1	24898	020466426	Czech Republic	17.253028	50.075611	4	
3676	20179	1	20179	020120051	Czech Republic	15.221386	50.831272	11	
3677	21979	1	21979	020417985	Czech Republic	15.248056	50.84	7	
3678	24071	1	24071	020440260	Czech Republic	15.274444	50.835833	0	
3679	20349	1	20349	020122294	Czech Republic	15.284364	50.752653	10	
3680	22437	1	22437	020418520	Czech Republic	15.2	50.851944	6	
3681	22786	1	22786	020425014	Czech Republic	15.245	50.837778	6	
3682	22431	1	22431	020418514	Czech Republic	15.2	50.851944	10	
3683	22512	1	22512	020418604	Czech Republic	15.2	50.851944	1	
3684	22428	1	22428	020418511	Czech Republic	15.2	50.851944	7	
3685	22503	1	22503	020418595	Czech Republic	15.2	50.851944	1	
3686	22406	1	22406	020418489	Czech Republic	15.2	50.851944	10	
3687	24723	1	24723	020461752	Czech Republic	15.2525	50.840833	9	
3688	24705	1	24705	020461724	Czech Republic	15.2525	50.840833	6	
3689	24712	1	24712	020461741	Czech Republic	15.2	50.851944	1	
3690	22426	1	22426	020418509	Czech Republic	15.2	50.851944	9	
3691	20354	1	20354	020122324	Czech Republic	15.293142	50.763719	10	
3692	24897	1	24897	020466422	Czech Republic	17.245556	50.075917	4	
3693	23635	1	23635	020431777	Czech Republic	15.235	50.835278	2	
3694	24889	1	24889	020466404	Czech Republic	17.248528	50.073111	2	
3695	20185	1	20185	020120057	Czech Republic	15.234942	50.836272	11	
3696	23636	1	23636	020431778	Czech Republic	15.235	50.835278	3	
3697	23349	1	23349	020428150	Czech Republic	15.2975	50.846667	6	
3698	24901	1	24901	020466434	Czech Republic	17.247889	50.083167	2	
3699	24716	1	24716	020461745	Czech Republic	15.2525	50.840833	7	
3700	22436	1	22436	020418519	Czech Republic	15.2	50.851944	8	
3701	22499	1	22499	020418591	Czech Republic	15.2	50.851944	2	
3702	20650	1	20650	020166204	Czech Republic	15.291139	50.867944	17	
3703	20134	1	20134	020119938	Czech Republic	15.224056	50.854472	5	
3704	22508	1	22508	020418600	Czech Republic	15.2	50.851944	1	
3705	22416	1	22416	020418499	Czech Republic	15.2	50.851944	7	
3706	22466	1	22466	020418552	Czech Republic	17.249722	50.068333	2	
3707	22463	1	22463	020418549	Czech Republic	17.249722	50.068333	1	
3708	20350	1	20350	020122295	Czech Republic	15.286258	50.755236	6	
3709	22464	1	22464	020418550	Czech Republic	17.249722	50.068333	1	
3710	22412	1	22412	020418495	Czech Republic	15.2	50.851944	7	
3711	22460	1	22460	020418546	Czech Republic	17.249722	50.068333	0	
3712	20105	1	20105	020119841	Czech Republic	15.292303	50.871814	4	
3713	24715	1	24715	020461744	Czech Republic	15.2525	50.840833	4	
3714	22465	1	22465	020418551	Czech Republic	17.249722	50.068333	0	
3715	20103	1	20103	020119838	Czech Republic	15.292539	50.875208	5	
3716	22407	1	22407	020418490	Czech Republic	15.2	50.851944	8	
3717	20651	1	20651	020166207	Czech Republic	15.292417	50.8715	12	
3718	20159	1	20159	020120027	Czech Republic	15.225789	50.839528	15	
3719	22423	1	22423	020418506	Czech Republic	15.2	50.851944	9	
3720	22459	1	22459	020418545	Czech Republic	17.249722	50.068333	1	
3721	20239	1	20239	020120226	Czech Republic	15.228564	50.838319	8	
3722	20312	1	20312	020121605	Czech Republic	15.228564	50.838319	8	
3723	20248	1	20248	020120265	Czech Republic	15.261931	50.859642	16	
3724	20245	1	20245	020120259	Czech Republic	15.261931	50.859642	12	
3725	20246	1	20246	020120261	Czech Republic	15.261931	50.859642	5	
3726	20192	1	20192	020120075	Czech Republic	15.262483	50.88865	7	
3727	20170	1	20170	020120041	Czech Republic	15.262	50.830281	9	
3728	23639	1	23639	020431807	Czech Republic	15.261944	50.836389	1	
3729	20244	1	20244	020120257	Czech Republic	15.261931	50.859642	8	
3730	20189	1	20189	020120063	Czech Republic	15.259581	50.850392	17	
3731	20257	1	20257	020120292	Czech Republic	15.259217	50.835908	19	
3732	24060	1	24060	020440223	Czech Republic	15.259167	50.833611	0	
3733	20250	1	20250	020120268	Czech Republic	15.261931	50.859642	14	
3734	20247	1	20247	020120262	Czech Republic	15.261931	50.859642	10	
3735	20242	1	20242	020120244	Czech Republic	15.261931	50.859642	11	
3736	25113	1	25113	020545714	Czech Republic	17.268256	50.023583	0	
3737	24069	1	24069	020440255	Czech Republic	15.266111	50.824722	0	
3738	20171	1	20171	020120042	Czech Republic	15.265733	50.831186	11	
3739	24899	1	24899	020466431	Czech Republic	17.257972	50.077583	4	
3740	24866	1	24866	020465876	Czech Republic	17.261111	50.077778	2	
